symbol,as_of_date,period_days,vol_annualized,sharpe_annualized
HDFCBANK.NS,2025-09-01,252,0.1785973711599166,0.6615539316119589
ICICIBANK.NS,2025-09-01,252,0.18059195511148088,0.5976982655764781
INFY.NS,2025-09-01,252,0.2496088790372061,-1.0377209664380989
RELIANCE.NS,2025-09-01,252,0.21250179351573856,-0.6267285378968838
TCS.NS,2025-09-01,252,0.20367831313191015,-1.9164950748179612
