date,symbol,open,high,low,close,adj_close,volume,ret
2022-09-22,HDFCBANK.NS,751.0,755.0750122070312,741.375,743.0,698.8985595703125,12048144,-0.021306004640157084
2022-09-23,HDFCBANK.NS,736.1749877929688,737.5,718.5,723.0750122070312,680.15625,15806252,-0.026816924020898525
2022-09-26,HDFCBANK.NS,712.6749877929688,718.2249755859375,709.0,713.3250122070312,670.9849853515625,8923486,-0.013484055536411632
2022-09-27,HDFCBANK.NS,716.2000122070312,720.0,703.5,706.9249877929688,664.9647827148438,12639700,-0.008972186812145178
2022-09-28,HDFCBANK.NS,703.0,705.2999877929688,692.9500122070312,694.7750244140625,653.5360107421875,11816132,-0.01718703346363115
2022-09-29,HDFCBANK.NS,698.1500244140625,701.0999755859375,689.4000244140625,691.1749877929688,650.149658203125,14410388,-0.005181585227747143
2022-09-30,HDFCBANK.NS,689.4000244140625,715.7249755859375,682.5,710.6749877929688,668.4922485351562,15781756,0.028212873913871173
2022-10-03,HDFCBANK.NS,704.9749755859375,708.9249877929688,700.5499877929688,706.5999755859375,664.6590576171875,11541112,-0.0057340843164124244
2022-10-04,HDFCBANK.NS,714.75,729.0,713.0750122070312,726.5,683.3779296875,11538526,0.028163118904028783
2022-10-06,HDFCBANK.NS,729.9749755859375,731.2999877929688,717.0999755859375,718.5,675.852783203125,12549198,-0.011011690833820365
2022-10-07,HDFCBANK.NS,715.125,717.4749755859375,710.1749877929688,715.4000244140625,672.936767578125,13297994,-0.004314572193044541
2022-10-10,HDFCBANK.NS,704.0,713.0,699.0999755859375,707.5,665.5056762695312,13109302,-0.011042777964619166
2022-10-11,HDFCBANK.NS,700.5499877929688,708.5,699.7249755859375,700.3250122070312,658.756591796875,14521620,-0.010141287615288319
2022-10-12,HDFCBANK.NS,701.5999755859375,707.4249877929688,698.6500244140625,704.9000244140625,663.06005859375,9225050,0.006532711551525461
2022-10-13,HDFCBANK.NS,701.0250244140625,703.125,692.0,696.7999877929688,655.4407348632812,14714234,-0.011491151716525039
2022-10-14,HDFCBANK.NS,708.5,723.5,707.625,719.5,676.7933959960938,12849920,0.03257756193207384
2022-10-17,HDFCBANK.NS,717.5,728.7999877929688,713.5,723.2750244140625,680.3443603515625,18410500,0.005246747938848495
2022-10-18,HDFCBANK.NS,729.0250244140625,731.4500122070312,720.0,721.9249877929688,679.074462890625,10561108,-0.0018665510217227288
2022-10-19,HDFCBANK.NS,732.0,738.7000122070312,726.7000122070312,729.3250122070312,686.0352783203125,12967040,0.010250444995468344
2022-10-20,HDFCBANK.NS,722.0,726.4500122070312,721.25,724.4000244140625,681.4026489257812,7898078,-0.006752756805559312
2022-10-21,HDFCBANK.NS,726.0,728.8250122070312,717.0,719.2999877929688,676.6052856445312,10492606,-0.007040423586278877
2022-10-24,HDFCBANK.NS,727.1500244140625,731.5,727.1500244140625,730.5250244140625,687.1640625,2167794,0.015605519317530181
2022-10-25,HDFCBANK.NS,730.5499877929688,733.9000244140625,722.5,725.4500122070312,682.3903198242188,13773394,-0.006947020276953486
2022-10-27,HDFCBANK.NS,732.25,733.6749877929688,725.625,727.2000122070312,684.0364379882812,15937276,0.0024122824082359884
2022-10-28,HDFCBANK.NS,725.0,733.5,723.7000122070312,729.3499755859375,686.0587158203125,10474278,0.002956389045558172
2022-10-31,HDFCBANK.NS,736.0,749.0,733.625,748.3499755859375,703.9309692382812,12830528,0.026050617834654455
2022-11-01,HDFCBANK.NS,751.75,764.5,749.4500122070312,756.625,711.71484375,19073756,0.011057724197220065
2022-11-02,HDFCBANK.NS,758.5,764.125,755.7999877929688,757.0999755859375,712.16162109375,12720406,0.0006277476824789741
2022-11-03,HDFCBANK.NS,748.8499755859375,760.125,748.5,753.7750244140625,709.0339965820312,10332352,-0.00439173415005889
2022-11-04,HDFCBANK.NS,751.5999755859375,758.0499877929688,744.7999877929688,748.5750122070312,704.1426391601562,10818060,-0.006898621850932818
2022-11-07,HDFCBANK.NS,755.0,756.0,746.0499877929688,754.4000244140625,709.6218872070312,9835834,0.007781446176033491
2022-11-09,HDFCBANK.NS,757.5250244140625,758.9749755859375,752.0,754.1749877929688,709.4102172851562,9269790,-0.0002982855034363574
2022-11-10,HDFCBANK.NS,748.5499877929688,763.5,747.5250244140625,762.375,717.1235961914062,12774182,0.010872945889852437
2022-11-11,HDFCBANK.NS,772.5,818.5,769.0,805.5750122070312,757.7593994140625,56722338,0.05666499253192914
2022-11-14,HDFCBANK.NS,806.0,814.0,799.0,807.5250244140625,759.5936279296875,19195390,0.0024205948709357106
2022-11-15,HDFCBANK.NS,811.5750122070312,811.5750122070312,802.625,809.5,761.4513549804688,11030202,0.002445685406609499
2022-11-16,HDFCBANK.NS,809.3250122070312,821.0,806.0,816.4500122070312,767.9888305664062,13578150,0.00858554593563654
2022-11-17,HDFCBANK.NS,809.0499877929688,815.7750244140625,806.9500122070312,809.0750122070312,761.0516357421875,12100930,-0.009032937131523644
2022-11-18,HDFCBANK.NS,810.5,811.5,802.625,806.9500122070312,759.0527954101562,10459232,-0.0026264188107052444
2022-11-21,HDFCBANK.NS,803.8250122070312,806.0,795.0999755859375,798.6749877929688,751.2688598632812,8344816,-0.010254801239048095
2022-11-22,HDFCBANK.NS,800.0,802.1749877929688,795.5,797.5,750.1636352539062,8546314,-0.001471143911882855
2022-11-23,HDFCBANK.NS,802.5,802.5,797.0,799.5750122070312,752.1155395507812,10185738,0.0026019713635070385
2022-11-24,HDFCBANK.NS,802.9749755859375,816.0,799.5750122070312,812.5750122070312,764.3438720703125,17197960,0.016258582460395576
2022-11-25,HDFCBANK.NS,814.8499755859375,815.8499755859375,807.0499877929688,808.8250122070312,760.8164672851562,8410496,-0.004614944809594457
2022-11-28,HDFCBANK.NS,801.4500122070312,803.7249755859375,797.0250244140625,800.125,752.6328125,16105980,-0.010756411220117501
2022-11-29,HDFCBANK.NS,798.625,806.1749877929688,796.4249877929688,798.9249877929688,751.5040893554688,12638236,-0.0014996996221596781
2022-11-30,HDFCBANK.NS,798.5499877929688,806.4500122070312,798.5499877929688,804.2249755859375,756.489501953125,15184806,0.006633912800038111
2022-12-01,HDFCBANK.NS,811.0,818.5,807.5,809.75,761.6865844726562,20446366,0.006869999525589199
2022-12-02,HDFCBANK.NS,805.0,809.2999877929688,802.5750122070312,803.5499877929688,755.8545532226562,7811078,-0.007656733581618336
2022-12-05,HDFCBANK.NS,804.9749755859375,807.2999877929688,798.0999755859375,806.4749755859375,758.6058959960938,11592622,0.00364004260040085
2022-12-06,HDFCBANK.NS,800.5,806.8499755859375,800.0,805.5750122070312,757.7593994140625,12353092,-0.0011158581636381282
2022-12-07,HDFCBANK.NS,807.0750122070312,809.2999877929688,802.2249755859375,805.2249755859375,757.4300537109375,11674720,-0.0004346309704368334
2022-12-08,HDFCBANK.NS,805.0,813.0,802.5,809.75,761.6865844726562,14803634,0.00561970143759738
2022-12-09,HDFCBANK.NS,813.0,817.4249877929688,810.0,815.5250244140625,767.1187744140625,11963384,0.00713179154279997
2022-12-12,HDFCBANK.NS,812.5,826.7999877929688,810.7000122070312,821.875,773.0918579101562,14434808,0.007786386796042155
2022-12-13,HDFCBANK.NS,825.0,828.5,822.5,824.1500244140625,775.2318115234375,17031702,0.002768045726242674
2022-12-14,HDFCBANK.NS,826.5,832.75,825.0,831.125,781.7928466796875,14227640,0.008463320336863811
2022-12-15,HDFCBANK.NS,828.5250244140625,834.7000122070312,813.5250244140625,815.9000244140625,767.4715576171875,18182648,-0.018318521489833595
2022-12-16,HDFCBANK.NS,810.0250244140625,822.5499877929688,804.5,819.8250122070312,771.1635131835938,14647958,0.004810543830274128
2022-12-19,HDFCBANK.NS,822.0,823.3250122070312,813.0999755859375,822.375,773.5621948242188,9604542,0.0031104708659288605
2022-12-20,HDFCBANK.NS,810.0999755859375,818.2000122070312,810.0999755859375,816.7000122070312,768.2239990234375,7174698,-0.006900797164724803
2022-12-21,HDFCBANK.NS,820.5,822.4000244140625,803.2750244140625,808.7999877929688,760.79296875,9269198,-0.009672999389349735
2022-12-22,HDFCBANK.NS,811.0999755859375,813.75,804.5,806.0250244140625,758.1826782226562,9747096,-0.0034310129490714436
2022-12-23,HDFCBANK.NS,793.5,802.0750122070312,792.7249755859375,798.8250122070312,751.4099731445312,10693152,-0.008932814310664172
2022-12-26,HDFCBANK.NS,799.75,819.5,795.0,814.7249755859375,766.3662109375,9907322,0.019904231148781815
2022-12-27,HDFCBANK.NS,816.5,817.9749755859375,806.75,815.5499877929688,767.1422729492188,7926772,0.001012651654839214
2022-12-28,HDFCBANK.NS,811.5499877929688,816.5,811.5499877929688,814.9000244140625,766.5308837890625,8691870,-0.0007969697169806222
2022-12-29,HDFCBANK.NS,810.0499877929688,821.75,805.5,820.6500244140625,771.9395751953125,11012896,0.007056064563914388
2022-12-30,HDFCBANK.NS,822.5,822.5,810.0,814.0750122070312,765.7548217773438,7122640,-0.008011965724653902
2023-01-02,HDFCBANK.NS,813.5,819.875,809.2750244140625,814.3499755859375,766.013427734375,4381378,0.0003377137821098941
2023-01-03,HDFCBANK.NS,811.0999755859375,821.5,811.0999755859375,819.6749877929688,771.0223999023438,8378030,0.006539013529806681
2023-01-04,HDFCBANK.NS,817.5,822.875,803.5,805.0250244140625,757.2420043945312,10351600,-0.017872886066031102
2023-01-05,HDFCBANK.NS,807.5,809.0250244140625,794.7000122070312,799.8499755859375,752.3742065429688,10941436,-0.006428325189718809
2023-01-06,HDFCBANK.NS,801.0,804.5499877929688,789.0999755859375,797.2000122070312,749.8814697265625,9092462,-0.0033131609174374965
2023-01-09,HDFCBANK.NS,798.0,805.7750244140625,795.0,798.75,751.3394775390625,10729340,0.0019443176973443776
2023-01-10,HDFCBANK.NS,800.0,800.0,782.5,784.1500244140625,737.6060791015625,16371766,-0.018278552968469586
2023-01-11,HDFCBANK.NS,783.9749755859375,799.0,780.0,795.4500122070312,748.2353515625,15195798,0.014410500078692934
2023-01-12,HDFCBANK.NS,793.9000244140625,801.9500122070312,792.0750122070312,799.7000122070312,752.2330932617188,9250070,0.005342893370208213
2023-01-13,HDFCBANK.NS,799.375,804.9500122070312,793.0,800.3250122070312,752.8209838867188,9244546,0.0007815272024935815
2023-01-16,HDFCBANK.NS,807.5,810.6500244140625,790.1500244140625,792.6500244140625,745.6015014648438,14748094,-0.00958990593567377
2023-01-17,HDFCBANK.NS,794.9000244140625,805.5,788.75,804.4500122070312,756.7011108398438,10786354,0.014886785170353356
2023-01-18,HDFCBANK.NS,802.5,820.7999877929688,799.8499755859375,818.6500244140625,770.0582885742188,19090642,0.01765185426984539
2023-01-19,HDFCBANK.NS,818.5,825.0,816.5,822.0499877929688,773.2564697265625,11172162,0.004153167623538234
2023-01-20,HDFCBANK.NS,822.0499877929688,834.5,821.7000122070312,830.4749755859375,781.181396484375,18843404,0.010248768769584249
2023-01-23,HDFCBANK.NS,833.125,841.2999877929688,830.7000122070312,836.5499877929688,786.8958129882812,15444400,0.007315095481821965
2023-01-24,HDFCBANK.NS,837.5250244140625,851.2000122070312,837.5,847.75,797.4309692382812,24983940,0.013388247943513898
2023-01-25,HDFCBANK.NS,845.7000122070312,846.4749755859375,822.6500244140625,824.3250122070312,775.396484375,14704142,-0.027631839887443777
2023-01-27,HDFCBANK.NS,816.0,818.5,794.9749755859375,807.9000244140625,759.9463500976562,35179948,-0.019925463409596444
2023-01-30,HDFCBANK.NS,797.5,812.6500244140625,791.0,807.0750122070312,759.1703491210938,18512822,-0.0010211259998325062
2023-01-31,HDFCBANK.NS,809.8499755859375,811.3499755859375,797.5,801.75,754.161376953125,18596244,-0.006597955483598317
2023-02-01,HDFCBANK.NS,812.0,832.5,803.0,813.7750244140625,765.47265625,17302790,0.014998486587278537
2023-02-02,HDFCBANK.NS,804.0499877929688,812.25,794.375,801.6749877929688,754.0908203125,17497106,-0.01486903006210416
2023-02-03,HDFCBANK.NS,805.5,830.25,803.5,829.4000244140625,780.1702270507812,14411100,0.03458390691916091
2023-02-06,HDFCBANK.NS,830.0,834.7000122070312,823.0999755859375,825.875,776.8544311523438,11167672,-0.0042500928431631335
2023-02-07,HDFCBANK.NS,829.7000122070312,832.4500122070312,816.2999877929688,827.0999755859375,778.0066528320312,10264588,0.0014831886560502383
2023-02-08,HDFCBANK.NS,827.125,834.0999755859375,825.0,827.0,777.9126586914062,8444826,-0.00012081405767272457
2023-02-09,HDFCBANK.NS,830.0,830.8250122070312,817.7750244140625,825.2750244140625,776.2900390625,11777336,-0.0020858635102246614
2023-02-10,HDFCBANK.NS,824.4000244140625,829.25,821.0999755859375,828.5499877929688,779.3706665039062,8172116,0.003968397488555375
2023-02-13,HDFCBANK.NS,827.5,830.875,822.2750244140625,829.1749877929688,779.95849609375,5736944,0.0007542362255954504
2023-02-14,HDFCBANK.NS,832.5,838.75,828.9749755859375,836.8499755859375,787.177978515625,10908592,0.00925623922046137
2023-02-15,HDFCBANK.NS,839.0,839.0,828.375,835.1500244140625,785.5789184570312,11438712,-0.0020313831207640076
2023-02-16,HDFCBANK.NS,836.5999755859375,840.9500122070312,830.5,832.125,782.7334594726562,8062500,-0.0036221172914923105
2023-02-17,HDFCBANK.NS,830.5,834.0750122070312,821.4749755859375,827.9500122070312,778.8062744140625,8956270,-0.005017269941723912
2023-02-20,HDFCBANK.NS,830.0,834.7249755859375,817.4000244140625,820.1749877929688,771.4927978515625,8086706,-0.009390623577092194
2023-02-21,HDFCBANK.NS,820.0,831.1749877929688,817.0,823.25,774.38525390625,12389296,0.0037491679283880863
2023-02-22,HDFCBANK.NS,819.5,820.9749755859375,804.5250244140625,807.0999755859375,759.1937866210938,10359102,-0.019617454243253674
2023-02-23,HDFCBANK.NS,806.5,809.4249877929688,796.0499877929688,801.625,754.0437622070312,27882010,-0.006783543944667181
2023-02-24,HDFCBANK.NS,808.9500122070312,808.9500122070312,792.5999755859375,794.4749755859375,747.3182373046875,17061740,-0.00891927662481895
2023-02-27,HDFCBANK.NS,792.9500122070312,799.5,788.6500244140625,796.4500122070312,749.176025390625,14312972,0.002485939715104246
2023-02-28,HDFCBANK.NS,796.0,802.6500244140625,794.3499755859375,799.7999877929688,752.3270874023438,18993992,0.004206036905780364
2023-03-01,HDFCBANK.NS,806.0,806.5,797.875,799.0250244140625,751.5982055664062,14137256,-0.0009688363587362359
2023-03-02,HDFCBANK.NS,797.0,802.9749755859375,791.0,792.2249755859375,745.2017822265625,17391814,-0.008510429232628902
2023-03-03,HDFCBANK.NS,798.0,810.0,794.0,807.9500122070312,759.9933471679688,14986234,0.019849073491492453
2023-03-06,HDFCBANK.NS,810.0,819.7249755859375,809.0250244140625,813.6500244140625,765.3550415039062,27004710,0.0070549227252019175
2023-03-08,HDFCBANK.NS,810.0,819.75,810.0,815.2750244140625,766.8836669921875,20099774,0.001997276303658424
2023-03-09,HDFCBANK.NS,814.9749755859375,822.9749755859375,813.5,815.3499755859375,766.9541625976562,20700166,9.192477099584373e-05
2023-03-10,HDFCBANK.NS,805.2249755859375,806.875,792.5,794.3250122070312,747.1771240234375,27387000,-0.025786467482273534
2023-03-13,HDFCBANK.NS,793.9500122070312,801.9000244140625,782.4749755859375,784.2750244140625,737.7236328125,26443550,-0.012652276022627529
2023-03-14,HDFCBANK.NS,785.125,791.7999877929688,779.6500244140625,782.1749877929688,735.748291015625,33185612,-0.0026776176185981937
2023-03-15,HDFCBANK.NS,789.0,791.4500122070312,768.2999877929688,770.9500122070312,725.1895751953125,37264754,-0.014350989257123858
2023-03-16,HDFCBANK.NS,769.5,779.5499877929688,766.0250244140625,775.9500122070312,729.8927612304688,21753342,0.006485457314922893
2023-03-17,HDFCBANK.NS,778.75,789.5999755859375,770.0,786.3250122070312,739.6519775390625,22950876,0.013370753659950552
2023-03-20,HDFCBANK.NS,783.9749755859375,784.0499877929688,772.7000122070312,780.875,734.525390625,26503114,-0.006931079845307053
2023-03-21,HDFCBANK.NS,785.9749755859375,791.25,778.0999755859375,789.7249755859375,742.85009765625,33050494,0.011333450330650363
2023-03-22,HDFCBANK.NS,792.0,793.0250244140625,782.6500244140625,787.9000244140625,741.1334838867188,14177324,-0.002310848144123967
2023-03-23,HDFCBANK.NS,783.875,795.1749877929688,779.2750244140625,781.5750122070312,735.1838989257812,28364178,-0.008027683393463936
2023-03-24,HDFCBANK.NS,780.0,786.9500122070312,777.4749755859375,780.3250122070312,734.0081176757812,31477748,-0.0015993022313437466
2023-03-27,HDFCBANK.NS,781.0999755859375,789.7249755859375,779.4500122070312,783.7249755859375,737.2062377929688,31872006,0.004357063689314877
2023-03-28,HDFCBANK.NS,782.8499755859375,791.4500122070312,782.0499877929688,790.0999755859375,743.202880859375,39276302,0.008134281506297247
2023-03-29,HDFCBANK.NS,792.0,801.0,790.9500122070312,793.9000244140625,746.77734375,39763612,0.004809538529360724
2023-03-31,HDFCBANK.NS,797.7999877929688,806.4749755859375,796.2000122070312,804.7750244140625,757.0068359375,34711228,0.013698182293709893
2023-04-03,HDFCBANK.NS,803.7750244140625,807.8499755859375,801.375,805.2750244140625,757.4771728515625,40025398,0.0006213113167994333
2023-04-05,HDFCBANK.NS,809.2999877929688,828.0,808.0,826.875,777.7950439453125,43365392,0.026823080380445452
2023-04-06,HDFCBANK.NS,824.2750244140625,834.5999755859375,823.5499877929688,833.1749877929688,783.7210693359375,44637344,0.007619006365180203
2023-04-10,HDFCBANK.NS,831.625,835.5,827.0,829.2249755859375,780.005615234375,31813286,-0.0047407862911107435
2023-04-11,HDFCBANK.NS,829.5,834.7000122070312,825.5499877929688,831.6500244140625,782.2866821289062,42361542,0.002924423683598576
2023-04-12,HDFCBANK.NS,834.0,844.0999755859375,833.9000244140625,842.4500122070312,792.4456176757812,26955504,0.012986205414143859
2023-04-13,HDFCBANK.NS,844.1500244140625,848.5250244140625,839.0750122070312,846.2249755859375,795.9965209960938,35330086,0.004480942592284265
2023-04-17,HDFCBANK.NS,860.0,860.0,826.6500244140625,833.3250122070312,783.8622436523438,32405148,-0.01524413364089261
2023-04-18,HDFCBANK.NS,835.0,838.625,828.2000122070312,829.7999877929688,780.5464477539062,29637226,-0.004230074767969216
2023-04-19,HDFCBANK.NS,832.5,835.1500244140625,828.5750122070312,832.8499755859375,783.4154052734375,24741168,0.0036755756531683392
2023-04-20,HDFCBANK.NS,835.8499755859375,838.7249755859375,833.2000122070312,835.9500122070312,786.3314819335938,32922716,0.003722261064216026
2023-04-21,HDFCBANK.NS,834.5,838.4749755859375,831.625,837.2999877929688,787.601318359375,20128618,0.0016148869210459438
2023-04-24,HDFCBANK.NS,843.5,845.7249755859375,837.0499877929688,844.0750122070312,793.9741821289062,35675852,0.00809148438553442
2023-04-25,HDFCBANK.NS,843.8499755859375,843.8499755859375,830.9500122070312,832.0750122070312,782.6864013671875,50353068,-0.014216810843209693
2023-04-26,HDFCBANK.NS,830.0,837.5,827.5,835.9000244140625,786.284423828125,27392750,0.004597016703819623
2023-04-27,HDFCBANK.NS,835.25,842.625,832.9249877929688,840.5,790.611328125,47790392,0.005502975978856295
2023-04-28,HDFCBANK.NS,842.3499755859375,845.5,835.0,843.7999877929688,793.7154541015625,27916272,0.0039262351374653726
2023-05-02,HDFCBANK.NS,844.3499755859375,849.5,841.0,843.625,793.5508422851562,32221184,-0.00020739399183378193
2023-05-03,HDFCBANK.NS,842.4749755859375,848.0,839.8250122070312,846.5750122070312,796.3257446289062,29407270,0.0034968173378271405
2023-05-04,HDFCBANK.NS,843.5499877929688,867.2249755859375,843.5499877929688,863.9000244140625,812.6224975585938,56854638,0.020464932899139088
2023-05-05,HDFCBANK.NS,819.5,830.4749755859375,811.0499877929688,812.8250122070312,764.5790405273438,62770416,-0.059121495129152324
2023-05-08,HDFCBANK.NS,817.5,825.1749877929688,815.0,822.2249755859375,773.4210815429688,37244524,0.011564587239438984
2023-05-09,HDFCBANK.NS,824.9500122070312,828.0,819.9749755859375,822.25,773.444580078125,43688938,3.0382589403243898e-05
2023-05-10,HDFCBANK.NS,822.25,827.3250122070312,816.5499877929688,826.0499877929688,777.01904296875,46340550,0.004621485472513065
2023-05-11,HDFCBANK.NS,832.5750122070312,844.0,824.625,826.5999755859375,777.5364379882812,35734618,0.000665871736623691
2023-05-12,HDFCBANK.NS,823.5,836.4000244140625,822.125,833.9000244140625,784.4031372070312,22478760,0.00883135359741627
2023-05-15,HDFCBANK.NS,836.0,840.375,832.5499877929688,837.9000244140625,788.1657104492188,18512260,0.004796734056399465
2023-05-16,HDFCBANK.NS,835.9000244140625,835.9000244140625,822.0,823.6500244140625,792.7374267578125,32722086,0.005800450651409328
2023-05-17,HDFCBANK.NS,825.0,825.0,812.6749877929688,819.2249755859375,788.4784545898438,30466868,-0.005372487817797866
2023-05-18,HDFCBANK.NS,824.0,826.9749755859375,820.0,822.5,791.6305541992188,49646942,0.003997699101384589
2023-05-19,HDFCBANK.NS,824.0,825.0,815.7750244140625,823.4500122070312,792.544921875,30460332,0.0011550434365259488
2023-05-22,HDFCBANK.NS,822.5,826.4500122070312,816.3499755859375,820.5250244140625,789.729736328125,28334032,-0.0035520832563217253
2023-05-23,HDFCBANK.NS,824.5,824.7999877929688,816.7249755859375,818.5999755859375,787.876953125,22470074,-0.002346097807763403
2023-05-24,HDFCBANK.NS,813.7750244140625,817.375,806.7999877929688,807.9000244140625,777.5785522460938,33588112,-0.01307107770833904
2023-05-25,HDFCBANK.NS,807.8499755859375,810.0250244140625,798.6749877929688,804.7999877929688,774.5948486328125,29776930,-0.0038371732407775916
2023-05-26,HDFCBANK.NS,809.5,809.5,801.125,807.9000244140625,777.5785522460938,26635066,0.0038519538550347843
2023-05-29,HDFCBANK.NS,814.25,820.5,812.4249877929688,817.75,787.058837890625,21816292,0.012192061647208208
2023-05-30,HDFCBANK.NS,816.7999877929688,821.3250122070312,814.2750244140625,818.375,787.660400390625,37125928,0.000764317063781661
2023-05-31,HDFCBANK.NS,814.9500122070312,817.4749755859375,802.3250122070312,805.4249877929688,775.1964111328125,43334270,-0.01582406485286203
2023-06-01,HDFCBANK.NS,809.9500122070312,809.9500122070312,800.0,802.0,771.8999633789062,50366938,-0.004252403270403549
2023-06-02,HDFCBANK.NS,806.2249755859375,807.4000244140625,800.5,803.25,773.10302734375,17859710,0.0015585749733391108
2023-06-05,HDFCBANK.NS,807.25,808.25,801.2249755859375,802.2000122070312,772.0924682617188,18697242,-0.0013071467143304094
2023-06-06,HDFCBANK.NS,803.8250122070312,804.9249877929688,796.125,799.7000122070312,769.686279296875,32182852,-0.003116451803060638
2023-06-07,HDFCBANK.NS,801.7249755859375,806.2750244140625,798.0,803.8499755859375,773.6804809570312,24949026,0.005189389193484217
2023-06-08,HDFCBANK.NS,801.625,813.0,801.625,804.3499755859375,774.1617431640625,37395522,0.0006220425858953771
2023-06-09,HDFCBANK.NS,807.9500122070312,809.25,803.5,805.2999877929688,775.0761108398438,18212578,0.0011811067698128674
2023-06-12,HDFCBANK.NS,806.2750244140625,807.9000244140625,799.7249755859375,800.4000244140625,770.3599853515625,13408292,-0.006084725644777023
2023-06-13,HDFCBANK.NS,795.0499877929688,804.5,795.0499877929688,801.75,771.6593627929688,27926108,0.001686714608902351
2023-06-14,HDFCBANK.NS,805.2249755859375,806.0,800.0999755859375,800.875,770.8171997070312,20113968,-0.0010913663807425866
2023-06-15,HDFCBANK.NS,802.0,802.9749755859375,789.5,791.0250244140625,761.3369140625,35377476,-0.012299006363810316
2023-06-16,HDFCBANK.NS,793.5750122070312,804.5999755859375,792.0,801.375,771.2984619140625,15779272,0.013084283275334174
2023-06-19,HDFCBANK.NS,805.5,807.125,799.1749877929688,802.0750122070312,771.97216796875,24829146,0.0008734699833519155
2023-06-20,HDFCBANK.NS,802.0750122070312,805.5,795.3250122070312,803.75,773.5842895507812,20005626,0.002088315678884012
2023-06-21,HDFCBANK.NS,808.0,818.625,805.5,817.7999877929688,787.10693359375,24308946,0.017480505002009927
2023-06-22,HDFCBANK.NS,820.0,828.7750244140625,819.5250244140625,821.7999877929688,790.9568481445312,56596140,0.004891221746965657
2023-06-23,HDFCBANK.NS,818.7750244140625,829.9500122070312,817.0250244140625,821.75,790.90869140625,21339218,-6.088415366045652e-05
2023-06-26,HDFCBANK.NS,822.5,825.375,814.3499755859375,817.7750244140625,787.0829467773438,16130314,-0.004837150824710257
2023-06-27,HDFCBANK.NS,821.4749755859375,836.4500122070312,819.2750244140625,829.2999877929688,798.1753540039062,33831864,0.014093060041485472
2023-06-28,HDFCBANK.NS,835.0,839.9500122070312,830.25,838.0750122070312,806.6210327148438,59562950,0.010581232142249597
2023-06-30,HDFCBANK.NS,852.0,854.4000244140625,841.625,850.7000122070312,818.772216796875,40699016,0.015064303544297664
2023-07-03,HDFCBANK.NS,856.25,878.75,855.0,859.9000244140625,827.626953125,44104116,0.01081465167780804
2023-07-04,HDFCBANK.NS,861.7249755859375,873.5,856.9000244140625,864.0999755859375,831.6692504882812,38795188,0.004884202173476959
2023-07-05,HDFCBANK.NS,858.125,860.0,834.2750244140625,836.6500244140625,805.2495727539062,37165754,-0.03176704888255011
2023-07-06,HDFCBANK.NS,836.5,843.9249877929688,830.2000122070312,837.5,806.0675659179688,52156544,0.0010158256418131284
2023-07-07,HDFCBANK.NS,832.5,837.5,828.1500244140625,830.2000122070312,799.0416259765625,19926336,-0.008716316396386592
2023-07-10,HDFCBANK.NS,830.5,838.375,824.8499755859375,828.2249755859375,797.1406860351562,38398442,-0.0023790249213649917
2023-07-11,HDFCBANK.NS,831.5,838.0,822.75,824.2000122070312,793.2667846679688,50670426,-0.004859746133967446
2023-07-12,HDFCBANK.NS,827.6749877929688,833.1500244140625,813.5750122070312,816.4749755859375,785.8317260742188,70958358,-0.009372708825646892
